カテゴリ,管理番号,施設名,郵便番号,所在地,開設者名,管理者名,電話番号,開設年月日,有効開始日,有効終了日,出典ファイル
一般診療所,,障害者支援施設　るりこう園診療所,528-0224,甲賀市土山町野上野４９７,社会福祉法人 瑠璃光園,,0748-66-1345,1985-02-13,,,5624240.xlsx
一般診療所,,和田耳鼻咽喉科医院,528-0017,甲賀市水口町京町６番１１号,和田　義正,,0748-64-1133,2016-07-01,,,5624240.xlsx
一般診療所,,出目医院,527-0013,東近江市東中野町１－１２,出目　明,,0748-22-2072,2009-01-01,,,5624240.xlsx
一般診療所,,医療法人社団広島外科整形外科医院,527-0021,東近江市八日市東浜町１－２７,医療法人社団広島外科整形外科医院,,0748-22-1311,1993-07-01,,,5624240.xlsx
一般診療所,,医療法人社団宮路医院,527-0014,東近江市西中野町３－１６,医療法人社団宮路医院,,0748-22-0055,1992-05-01,,,5624240.xlsx
一般診療所,,パナソニック東近江健康管理室,527-0051,東近江市林田町１５００,パナソニック健康保険組合,,0748-23-1141,1972-08-10,,,5624240.xlsx
一般診療所,,中沢医院,527-0073,東近江市蛇溝町１２０,中澤　優子,,0748-22-0240,1977-04-01,,,5624240.xlsx
一般診療所,,TOPPANグループ健康保険組合 滋賀診療所,527-0046,東近江市妙法寺町１１０１－２０,TOPPANグループ健康保険組合,,0748-24-3560,1981-07-01,,,5624240.xlsx
一般診療所,,東近江市鋳物師診療所,529-1522,東近江市鋳物師町７０８,東近江市,,0748-55-0406,2006-01-01,,,5624240.xlsx
一般診療所,,ひのたに園診療所,529-1601,蒲生郡日野町松尾１２１,社会福祉法人グロー,,0748-52-0645,2011-04-01,,,5624240.xlsx
一般診療所,,東近江市永源寺診療所,527-0231,東近江市山上町１３５２,東近江市,,0748-27-1160,2005-02-11,,,5624240.xlsx
一般診療所,,高畑医院,529-1501,東近江市石塔町２３６－１,高畑正文,,0748-55-3511,2021-01-01,,,5624240.xlsx
一般診療所,,医療法人社団朝日医院,529-1603,蒲生郡日野町大窪１０１０－１,医療法人社団朝日医院,,0748-52-0057,1992-11-01,,,5624240.xlsx
一般診療所,,医療法人社団山崎クリニック,521-1225,東近江市山路町２９０７,医療法人社団山崎クリニック,,0748-42-1135,2006-12-23,,,5624240.xlsx
一般診療所,,特別養護老人ホーム白寿荘診療所,529-1601,蒲生郡日野町松尾３５９,社会福祉法人湖東会,,0748-52-5616,1986-04-16,,,5624240.xlsx
一般診療所,,医療法人社団明光会南眼科医院,527-0023,東近江市八日市緑町１－７,医療法人社団明光会,,0748-24-2121,1995-09-01,,,5624240.xlsx
一般診療所,,松尾医院,521-1205,東近江市躰光寺町６０４,医療法人湖峰会,,0748-42-6035,2014-04-01,,,5624240.xlsx
一般診療所,,特別養護老人ホーム玉園ハイム内診療所,527-0064,東近江市尻無町１１７０－３,社会福祉法人布引会,,0748-23-6886,1988-06-01,,,5624240.xlsx
一般診療所,,日本電気硝子能登川診療所,521-1211,東近江市今町９０６,日本電気硝子株式会社,,0748-42-2255,1989-04-01,,,5624240.xlsx
一般診療所,,東近江市永源寺東部出張診療所,527-0207,東近江市蓼畑町５１０,東近江市,,0748-29-0001,2005-02-11,,,5624240.xlsx
一般診療所,,中村医院,527-0046,東近江市妙法寺町８８０－１,中村喜久子,,0748-22-8588,1993-04-06,,,5624240.xlsx
一般診療所,,医療法人笠原レディースクリニック,527-0091,東近江市小脇町２４０１－６,医療法人笠原レディースクリック,,0748-22-2101,1993-04-12,,,5624240.xlsx
一般診療所,,特別養護老人ホーム清水苑医務室,529-1441,東近江市五個荘川並町２６８,社会福祉法人六心会,,0748-48-5000,1994-04-01,,,5624240.xlsx
一般診療所,,岡診療所,529-1602,蒲生郡日野町河原一丁目１０番地,岡藤太郎,,0748-53-1155,1994-05-09,,,5624240.xlsx
一般診療所,,特別養護老人ホーム能登川園医務室,521-1201,東近江市新宮町５４７,社会福祉法人真寿会,,0748-42-7025,2013-11-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームカルナハウス医務室,527-0001,東近江市建部下野町７９７,社会福祉法人慈照会,,0748-23-3250,1997-04-01,,,5624240.xlsx
一般診療所,,医療法人宮腰内科医院,523-0032,近江八幡市白鳥町２６－１,医療法人宮腰内科医院,,0748-32-0028,1994-08-01,,,5624240.xlsx
一般診療所,,医療法人社団幸信会青葉メディカル,527-0039,東近江市青葉町１番４６号,医療法人社団幸信会,,0748-22-5000,1997-08-11,,,5624240.xlsx
一般診療所,,島田医院,527-0028,東近江市八日市金屋二丁目１－７,島田徹,,0748-22-0140,1997-09-01,,,5624240.xlsx
一般診療所,,特別養護老人ホーム誉の松診療所,529-1634,蒲生郡日野町深山口５２４,社会福祉法人日野友愛会,,0748-53-0261,1998-04-01,,,5624240.xlsx
一般診療所,,奥田医院,527-0012,東近江市八日市本町５－９,奥田雄二,,0748-22-0219,1998-04-20,,,5624240.xlsx
一般診療所,,古道医院,529-1404,東近江市宮荘町６８１－２,古道武夫,,0748-48-6233,1998-05-18,,,5624240.xlsx
一般診療所,,澤井医院,527-0023,東近江市八日市緑町４－１０,澤井孝之,,0748-25-1201,1998-08-01,,,5624240.xlsx
一般診療所,,特別養護老人ホーム赤煉瓦の郷診療所,523-0084,近江八幡市船木町５９番地３,社会福祉法人一善会,,0748-34-7123,1999-04-01,,,5624240.xlsx
一般診療所,,弓削メディカルクリニック,520-2501,蒲生郡竜王町弓削１８２５,医療法人滋賀家庭医療学センター,,0748-57-1141,1999-04-01,,,5624240.xlsx
一般診療所,,医療法人社団小串医院,529-1431,東近江市五個荘山本町８３,医療法人社団小串医院,,0748-48-2053,2000-10-01,,,5624240.xlsx
一般診療所,,医療法人社団こだま耳鼻咽喉科医院,523-0891,近江八幡市鷹飼町１５２９－１,医療法人社団こだま耳鼻咽喉科医院,,0748-33-8777,2000-10-02,,,5624240.xlsx
一般診療所,,おだわら医院,521-1223,東近江市猪子町４３０,小田原健一,,0748-42-0346,2001-01-01,,,5624240.xlsx
一般診療所,,金岡医院,521-1222,東近江市佐野町２８２－７,医療法人金岡医院,,0748-42-7333,2001-05-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームもみじ診療所,527-0212,東近江市永源寺高野町４３１－２,社会福祉法人八起会,,0748-27-2031,2001-09-10,,,5624240.xlsx
一般診療所,,医療法人広田整形外科,521-1311,近江八幡市安土町下豊浦５２４７,医療法人広田整形外科,,0748-46-2162,2001-11-01,,,5624240.xlsx
一般診療所,,まつざわクリニック,523-0082,近江八幡市土田町２６８－３,松澤正典,,0748-32-4508,2002-04-26,,,5624240.xlsx
一般診療所,,医療法人育誠会西川小児科医院,523-0892,近江八幡市出町３０９,医療法人育誠会,,0748-33-7601,2002-04-10,,,5624240.xlsx
一般診療所,,福田眼科,523-0891,近江八幡市鷹飼町５２７－１,医療法人厚生会,,0748-31-2539,2002-05-01,,,5624240.xlsx
一般診療所,,明愛眼科,527-0012,東近江市八日市本町３－４　森善ビル１階,赤峰敬信,,0748-24-9100,2007-10-01,,,5624240.xlsx
一般診療所,,むらた皮ふ科クリニック,527-0012,東近江市八日市本町３－４　森善ビル２階,医療法人むらた皮ふ科クリニック,,0748-25-5270,2006-08-01,,,5624240.xlsx
一般診療所,,にしはら耳鼻咽喉科,523-0898,近江八幡市鷹飼町南３丁目５－８　OHプラザ１号館,医療法人社団医善会,,0748-32-7211,2005-11-01,,,5624240.xlsx
一般診療所,,在田医院,527-0085,東近江市下羽田町５１－３,医療法人在田医院,,0748-25-5080,2003-05-01,,,5624240.xlsx
一般診療所,,おざき内科医院,527-0091,東近江市小脇町２４０１－８,医療法人おざき内科医院,,0748-23-1911,2003-05-01,,,5624240.xlsx
一般診療所,,水原医院,521-1343,近江八幡市安土町小中２１８,医療法人水原医院,,0748-46-6611,2003-05-01,,,5624240.xlsx
一般診療所,,医療法人社団柴田医院,523-0896,近江八幡市鷹飼町北１丁目８ー６,医療法人社団柴田医院,,0748-31-3637,2006-05-01,,,5624240.xlsx
一般診療所,,緑町診療所,527-0023,東近江市八日市緑町２０－１２,李樹碩,,0748-23-6276,2003-06-01,,,5624240.xlsx
一般診療所,,つちだ内科医院,527-0023,東近江市八日市緑町３－６,医療法人三方会,,0748-20-0808,2006-05-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームふれあい診療所,523-0015,近江八幡市上田町１３１５－１,社会福祉法人ほのぼの会,,0748-37-8716,2003-09-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームこぼしの家診療所,527-0074,東近江市市辺町３４７７,社会福祉法人八幸会,,0748-20-0511,2004-01-11,,,5624240.xlsx
一般診療所,,特別養護老人ホーム安土やすらぎの郷診療所,521-1311,近江八幡市安土町下豊浦４１４１,社会福祉法人一善会,,0748-57-3333,2004-04-01,,,5624240.xlsx
一般診療所,,医療法人社団おかもと眼科,523-0856,近江八幡市音羽町２４,医療法人社団おかもと眼科,,0748-31-2525,2004-06-01,,,5624240.xlsx
一般診療所,,あいさか小児科,529-1601,蒲生郡日野町松尾二丁目８８－７,医療法人あいさか小児科,,0748-53-8139,2006-04-01,,,5624240.xlsx
一般診療所,,小山眼科クリニック,527-0011,東近江市八日市浜野町1-４８７－１,医療法人社団双秀会,,0748-25-0065,2009-08-01,,,5624240.xlsx
一般診療所,,東近江市あいとう診療所,527-0162,東近江市妹町２９,東近江市,,0749-46-8030,2005-02-11,,,5624240.xlsx
一般診療所,,まえざわクリニック,523-0886,近江八幡市西末町１８－１,医療法人まえざわクリ二ック,,0748-31-3601,2007-10-01,,,5624240.xlsx
一般診療所,,鳥越医院,527-0022,東近江市八日市上之町４－１,鳥越公彰,,0748-22-2482,2005-10-05,,,5624240.xlsx
一般診療所,,東洋アルミニウム日野製造所健康管理室,529-1608,蒲生郡日野町大谷３４１－１４,東洋アルミニウム株式会社,,0748-53-1151,2006-02-17,,,5624240.xlsx
一般診療所,,つたむね眼科,521-1222,東近江市佐野町２８２－５,蔦宗直人,,0748-42-5318,2006-03-01,,,5624240.xlsx
一般診療所,,吉川整形外科クリニック,521-1222,東近江市佐野町１９５－１,医療法人吉川整形外科クリニック,,0748-43-6120,2006-03-22,,,5624240.xlsx
一般診療所,,関川医院,523-0898,近江八幡市鷹飼町南三丁目１－１４,関川利幸,,0748-37-6191,2006-03-30,,,5624240.xlsx
一般診療所,,こすぎクリニック,527-0174,東近江市大萩町４６,小杉　　厚,,0749-46-8000,2006-04-01,,,5624240.xlsx
一般診療所,,しげもり内科・消化器内科クリニック,523-0033,近江八幡市日吉野町６７５,医療法人エンフォレスト,,0748-33-1203,2007-10-01,,,5624240.xlsx
一般診療所,,えがわ整形外科,527-0023,東近江市八日市緑町６－１０,医療法人三方会,,0748-24-0303,2007-03-01,,,5624240.xlsx
一般診療所,,そのだ耳鼻咽喉科,527-0023,東近江市八日市緑町３－２,医療法人　緑園会,,0748-24-3387,2012-05-01,,,5624240.xlsx
一般診療所,,いがわ耳鼻咽喉科,521-1222,東近江市佐野町３９７－１　東陽オアシス能登川２階－F,井川秀樹,,0748-42-4487,2007-10-01,,,5624240.xlsx
一般診療所,,大林内科循環器科,521-1222,東近江市佐野町３９７－１東陽オアシス能登川１階－B,大林靖典,,0748-42-5051,2007-10-01,,,5624240.xlsx
一般診療所,,医療法人しもいけメディカルクリニック,529-1601,蒲生郡日野町松尾五丁目５９－３,医療法人しもいけメディカルクリニック,,0748-53-2324,2007-10-01,,,5624240.xlsx
一般診療所,,鎌掛診療所,529-1631,蒲生郡日野町鎌掛２２９２,松村昭彦,,0748-52-0615,2008-02-01,,,5624240.xlsx
一般診療所,,水谷整形外科医院,521-1221,東近江市垣見町１５９８,医療法人瑞晴会,,0748-26-2811,2013-04-01,,,5624240.xlsx
一般診療所,,うえだウィメンズクリニック,523-0031,近江八幡市堀上町１９３－１,上田博久,,0748-32-3517,2009-03-16,,,5624240.xlsx
一般診療所,,医療法人扶佐会よこた眼科クリニック,529-1601,蒲生郡日野町松尾１１８９,医療法人扶佐会,,0748-52-1341,2009-07-01,,,5624240.xlsx
一般診療所,,あおき皮フ科,521-1235,東近江市伊庭町２３６,医療法人湖楓会,,0748-36-3670,2018-11-01,,,5624240.xlsx
一般診療所,,医療法人社団こやま整形外科医院,527-0073,東近江市蛇溝町字中道１８０,医療法人社団こやま整形外科医院,,0748-36-3934,2010-04-08,,,5624240.xlsx
一般診療所,,特別養護老人ﾎｰﾑ沖野原医務室,527-0034,東近江市沖野三丁目１０－１８,社会福祉法人日野友愛会,,0748-22-7555,2010-09-23,,,5624240.xlsx
一般診療所,,石塚内科クリニック,520-2552,蒲生郡竜王町大字小口１６５８－１,石塚　　泉,,0748-58-0025,2012-01-05,,,5624240.xlsx
一般診療所,,医療法人　きしだ皮ふ科クリニック,523-0058,近江八幡市加茂町３６６０番１,医療法人　きしだ皮ふ科クリニック,,0748-31-0220,2014-10-01,,,5624240.xlsx
一般診療所,,さつき診療所,529-1532,東近江市市子松井町１９１－４,医療法人　さつき診療所,,0748-55-3355,2017-05-01,,,5624240.xlsx
一般診療所,,医療法人かりもと整形外科クリニック,520-2552,蒲生郡竜王町大字小口１６５８－１,医療法人かりもと整形外科クリニック,,0748-28-1100,2015-10-01,,,5624240.xlsx
一般診療所,,東近江市蒲生医療センター,529-1572,東近江市桜川西町３４０,東近江市,,0748-55-1175,2013-04-01,,,5624240.xlsx
一般診療所,,医療法人竹園医院,521-1351,近江八幡市安土町常楽寺５９０,医療法人竹園医院,,0748-46-2450,2013-07-01,,,5624240.xlsx
一般診療所,,東近江行政組合東近江休日急患診療所,527-0045,東近江市中小路町４８３－４,東近江行政組合,,0748-23-5020,2013-09-01,,,5624240.xlsx
一般診療所,,やまぐち内科クリニック,529-1444,東近江市五個荘石塚町２４－７,医療法人やまぐち内科クリニック,,0748-43-2300,2023-05-01,,,5624240.xlsx
一般診療所,,小規模特別養護老人ホームのとがわ医務室,521-1201,東近江市新宮町５４７,社会福祉法人真寿会,,0748-42-3377,2013-11-01,,,5624240.xlsx
一般診療所,,杉原医院,521-1332,近江八幡市安土町東老蘇１１７０－３,杉原　玄久,,0748-43-1786,2014-01-01,,,5624240.xlsx
一般診療所,,医療法人健央会　ほりお眼科,523-0898,近江八幡市鷹飼町南三丁目２－４,医療法人健央会,,0748-37-5757,2016-10-01,,,5624240.xlsx
一般診療所,,東近江行政組合 近江八幡休日急患診療所,523-0892,近江八幡市出町３８１,東近江行政組合,,0748-33-9311,1951-04-01,,,5624240.xlsx
一般診療所,,医療法人どひ整形外科クリニック,529-1601,蒲生郡日野町松尾３－１－１,医療法人どひ整形外科クリニック,,0748-52-8880,2014-06-01,,,5624240.xlsx
一般診療所,,おさだファミリークリニック,523-08１1,近江八幡市長田町1２６８番地１,医療法人敬絆会,,0748-36-8880,2014-06-05,,,5624240.xlsx
一般診療所,,まつおファミリークリニック,523-0891,近江八幡市鷹飼町１４８５－６ 　O・Hビル近江八幡,医療法人　敬絆会,,0748-32-3255,2014-10-01,,,5624240.xlsx
一般診療所,,地域密着型特別養護老人ホームきいと医務室,529-1431,東近江市五個荘山本町447-34,社会福祉法人六心会,,0748-48-7501,2014-10-01,,,5624240.xlsx
