カテゴリ,施設名,郵便番号,所在地,住所,番地,法人・団体名,確認・許可年月日,種別,旧種別,登録期限,保健所
旅館業,鮎はうす,529-0414,長浜市木之本町川合,長浜市木之本町川合３８９－１,３８９－１,株式会社山口建築,R04/04/28,簡易宿所,,,長浜
旅館業,一棟貸し古民家ＴＡＲＯＪＩＲＯ,529-0512,長浜市余呉町上丹生,長浜市余呉町上丹生２５６３,２５６３,一般社団法人古民家再生協会滋賀,R03/09/30,簡易宿所,,,長浜
旅館業,旅館うをよし,529-0364,長浜市湖北町尾上,長浜市湖北町尾上２８７－１,２８７－１,,R03/09/24,旅館・ホテル,,,長浜
旅館業,ＡＳＯＶＩＶＡはなれ,526-0203,長浜市野瀬町,長浜市野瀬町６１５,６１５,株式会社ヒトノエ,R04/03/22,簡易宿所,,,長浜
旅館業,ワーケーション拠点 上丹生山根邸本館,529-0512,長浜市余呉町上丹生,長浜市余呉町上丹生２４３９,２４３９,中西興産株式会社,R04/04/19,簡易宿所,,,長浜
旅館業,長浜ＢＧホテル,526-0846,長浜市川崎町,長浜市川崎町３００,３００,株式会社エーヌ,R04/02/22,旅館・ホテル,,,長浜
旅館業,鴨池荘・フォレストヴィラ・ＧＥ通年施設,521-0221,米原市池下,米原市池下６０－１,６０－１,奥伊吹観光株式会社,R04/03/24,旅館・ホテル,,,長浜
旅館業,近江母の郷文化センター,521-0062,米原市宇賀野,米原市宇賀野１３６４－１,１３６４－１,奥伊吹観光株式会社,R04/03/24,簡易宿所,,,長浜
旅館業,滋賀県立 びわ湖こどもの国,520-1232,高島市安曇川町北船木,高島市安曇川町北船木地先,地先,滋賀県,H04/05/26,簡易宿所,,,高島
旅館業,松前屋,520-1233,高島市安曇川町南船木,高島市安曇川町南船木１１３,１１３,,S38/03/28,旅館・ホテル,旅館,,高島
旅館業,森の交流館,520-1601,高島市今津町深清水,高島市今津町深清水赤坂川原谷２４０５－１ビラデ スト今津内,赤坂川原谷２４０５－１ビラデ スト今津内,公益財団法人ひばり,H07/04/01,旅館・ホテル,旅館,,高島
旅館業,針江生水の郷 体験処,520-1502,高島市新旭町針江,高島市新旭町針江３６９,３６９,,H19/09/05,簡易宿所,,,高島
旅館業,吹田市立少年自然の家,520-1641,高島市今津町南生見,高島市今津町南生見丹切,丹切,,S55/04/07,簡易宿所,,,高島
旅館業,青少年研修センター,520-1604,高島市今津町浜分,高島市今津町浜分４６４－３８ ，４６４－４１,４６４－３８ ，４６４－４１,,H03/08/12,簡易宿所,,,高島
旅館業,川上楼,520-1655,高島市今津町日置前,高島市今津町日置前３２３－１,３２３－１,,S38/01/10,旅館・ホテル,旅館,,高島
旅館業,大阪市立びわ湖青少年の家,520-1121,高島市勝野,高島市勝野１５２３－１,１５２３－１,,S62/05/07,簡易宿所,,,高島
旅館業,丁子屋,520-1621,高島市今津町今津,高島市今津町今津５６,５６,,S55/06/19,旅館・ホテル,旅館,,高島
旅館業,長浜屋,520-1121,高島市勝野,高島市勝野１６３２,１６３２,,H09/01/09,旅館・ホテル,旅館,,高島
旅館業,鳥居楼,520-1522,高島市新旭町新庄,高島市新旭町新庄４８２,４８２,有限会社鳥居楼,S43/08/29,旅館・ホテル,旅館,,高島
旅館業,椿聚舎,520-1837,高島市マキノ町白谷,高島市マキノ町白谷５－１０７,５－１０７,,H17/06/17,簡易宿所,,,高島
旅館業,白ひげビーチ,520-1122,高島市鵜川,高島市鵜川１０９１,１０９１,有限会社藤丸,R02/04/20,簡易宿所,,,高島
旅館業,白谷荘兵庫,520-1837,高島市マキノ町白谷,高島市マキノ町白谷３４３,３４３,,S41/08/08,簡易宿所,,,高島
旅館業,白浜荘,520-1223,高島市安曇川町下小川,高島市安曇川町下小川２３００－１,２３００－１,有限会社白浜荘,H14/03/29,旅館・ホテル,旅館,,高島
旅館業,琵琶湖研修センター アップル,520-1603,高島市今津町北仰,高島市今津町北仰横清水２－１０ ，１１６－１ ２３,横清水２－１０ ，１１６－１ ２３,株式会社 ピクシ－,H03/07/17,旅館・ホテル,旅館,,高島
旅館業,福寿,520-1621,高島市今津町今津,高島市今津町今津８５,８５,有限会社福寿,S33/04/11,旅館・ホテル,旅館,,高島
旅館業,宝船温泉,520-1223,高島市安曇川町下小川,高島市安曇川町下小川２２４８－２,２２４８－２,有限会社宝船温泉,S40/06/21,旅館・ホテル,旅館,,高島
旅館業,美加久,520-1836,高島市マキノ町牧野,高島市マキノ町牧野２２９,２２９,,R03/06/28,簡易宿所,,,高島
旅館業,民宿 白鳥,520-1836,高島市マキノ町牧野,高島市マキノ町牧野１９１－１,１９１－１,,S60/11/16,旅館・ホテル,旅館,,高島
旅館業,民宿 白鳥,520-1836,高島市マキノ町牧野,高島市マキノ町牧野１９１－１,１９１－１,,H08/07/05,簡易宿所,,,高島
旅館業,民宿はる,520-1655,高島市今津町日置前,高島市今津町日置前２８８１－２、２８８１－３、 ２８８２－１,２８８１－２、２８８１－３、 ２８８２－１,,H17/03/17,簡易宿所,,,高島
旅館業,有限会社プリンスコート保養所,520-1811,高島市マキノ町海津,高島市マキノ町海津２３２３,２３２３,有限会社プリンスコ－ト,S63/08/01,簡易宿所,,,高島
旅館業,旅館 安兵衛,520-1604,高島市今津町浜分,高島市今津町浜分里の内２０２,里の内２０２,,S54/05/18,旅館・ホテル,旅館,,高島
旅館業,旅館 喜 楽,520-1813,高島市マキノ町高木浜 一丁目,高島市マキノ町高木浜 一丁目９,９,,S63/12/28,旅館・ホテル,旅館,,高島
旅館業,旅館 吉平,520-1814,高島市マキノ町知内,高島市マキノ町知内２０１７－２,２０１７－２,,H19/12/14,旅館・ホテル,旅館,,高島
旅館業,緑風荘,520-1837,高島市マキノ町白谷,高島市マキノ町白谷４３５－２,４３５－２,,H16/08/17,旅館・ホテル,旅館,,高島
旅館業,農林家民宿 松葉,520-1432,高島市朽木平良,高島市朽木平良３５９,３５９,,H21/04/23,簡易宿所,,,高島
旅館業,農家民宿 棚田のはやし,520-1144,高島市畑,高島市畑８３０,８３０,,H22/03/15,簡易宿所,,,高島
旅館業,体験型農家民宿「こへじ」,520-1144,高島市畑,高島市畑９４１,９４１,,H22/09/15,簡易宿所,,,高島
旅館業,体験型農家民宿「大黒屋」,520-1144,高島市畑,高島市畑６１５,６１５,,H22/09/15,簡易宿所,,,高島
旅館業,体験型農家民宿「じんない」,520-1144,高島市畑,高島市畑５９６,５９６,,H22/09/15,簡易宿所,,,高島
旅館業,じゅうべえ,520-1433,高島市朽木桑原,高島市朽木桑原５８０,５８０,,H23/04/28,簡易宿所,,,高島
旅館業,コテージ うみがめ,520-1836,高島市マキノ町牧野,高島市マキノ町牧野578-47,578-47,,H24/06/06,簡易宿所,,,高島
旅館業,ちゃみの森,520-1444,高島市朽木中牧,高島市朽木中牧９１,９１,,H25/03/26,簡易宿所,,,高島
旅館業,ペンション琵琶湖,520-1837,高島市マキノ町白谷,高島市マキノ町白谷420-8,420-8,,H25/05/17,旅館・ホテル,旅館,,高島
旅館業,山帰来,520-1444,高島市朽木中牧,高島市朽木中牧528,528,,H25/09/24,簡易宿所,,,高島
旅館業,びわ湖青少年の家,520-1121,高島市勝野,高島市勝野１５２３－１,１５２３－１,株式会社 linkworks,H26/05/30,旅館・ホテル,ホテル,,高島
旅館業,フォレストヴィラ夢寿々,520-1836,高島市マキノ町牧野,高島市マキノ町牧野554-6,554-6,,H26/07/16,旅館・ホテル,旅館,,高島
旅館業,Ｒａｃｉｎｅ ｈｏｍｅ針江,520-1502,高島市新旭町針江,高島市新旭町針江235,235,株式会社エムアンドアール,H27/07/29,簡易宿所,,,高島
旅館業,Racine home 針江 別館,520-1502,高島市新旭町針江,高島市新旭町針江235,235,株式会社エムアンドアール,H28/03/08,簡易宿所,,,高島
旅館業,かばたリゾート,520-1531,高島市新旭町饗庭,"高島市新旭町饗庭1657,1664,1665","1657,1664,1665",かばたリゾート株式会社,H29/02/09,簡易宿所,,,高島
旅館業,二葉屋,520-1836,高島市マキノ町牧野,高島市マキノ町牧野280,280,,H28/12/02,簡易宿所,,,高島
旅館業,志我の里,520-1654,高島市今津町梅原,高島市今津町梅原1205-7,1205-7,,H29/03/24,簡易宿所,,,高島
旅館業,はるやゲストハウス,520-1443,高島市朽木小入谷,高島市朽木小入谷247,247,,H29/05/18,簡易宿所,,,高島
旅館業,山里暮らし交房 風結い,520-1204,高島市安曇川町中野,高島市安曇川町中野７９５－３,７９５－３,株式会社山笑う,H30/06/21,簡易宿所,,,高島
旅館業,ＳＴＡＧＥＸ 高島,520-1511,高島市新旭町藁園,高島市新旭町藁園３５４－３他,３５４－３他,光亜興産株式会社,H30/07/23,簡易宿所,,,高島
旅館業,琵琶湖拾人荘,520-1111,高島市鴨,高島市鴨２３７９－１８,２３７９－１８,,H30/06/04,簡易宿所,,,高島
旅館業,ペンション メタセコイア,520-1834,高島市マキノ町寺久保,高島市マキノ町寺久保６９９－１,６９９－１,,H30/05/07,簡易宿所,,,高島
旅館業,マキノステイズ ＶｉＷａびわ,520-1814,高島市マキノ町知内,高島市マキノ町知内２０２７－１,２０２７－１,有限会社ほんだ建築,H31/03/25,簡易宿所,,,高島
旅館業,棚田ハウス,520-1144,高島市畑,高島市畑４８７－１,４８７－１,,H30/06/11,簡易宿所,,,高島
旅館業,ペンション シープ,520-1602,高島市今津町桂,高島市今津町桂７１８－７,７１８－７,,R02/07/02,簡易宿所,,,高島
旅館業,ちょい宿あだち,520-1836,高島市マキノ町牧野,高島市マキノ町牧野２９４,２９４,,H30/07/17,簡易宿所,,,高島
旅館業,ＬＡＫＥ ＢＩＷＡ ＴＯＤＡ,520-1112,高島市永田,高島市永田８－３１,８－３１,,H30/09/25,簡易宿所,,,高島
旅館業,ペンション メタセコイア 別館,520-1834,高島市マキノ町寺久保,高島市マキノ町寺久保６９９－１,６９９－１,,H30/10/01,簡易宿所,,,高島
旅館業,コテージ Ｒｉｃｈ,520-1813,高島市マキノ町高木浜 二丁目,高島市マキノ町高木浜 二丁目５－１,５－１,株式会社ＣＬＩＮＩＣＡＬ ＲＥＳＥＡＲＣ Ｈ ＯＦＦＩＣＥ,H30/11/19,簡易宿所,,,高島
旅館業,Ｌａｕｇｈｉｎｇ ｄｏｇ’ｓ ｖｉｌｌａ,520-1655,高島市今津町日置前,高島市今津町日置前３８３－２７８,３８３－２７８,,H30/12/18,簡易宿所,,,高島
旅館業,たらいち邸,520-1831,高島市マキノ町上開田,高島市マキノ町上開田１４５－１,１４５－１,,H30/10/29,簡易宿所,,,高島
旅館業,針江ハウス,520-1502,高島市新旭町針江,高島市新旭町針江１－２０,１－２０,株式会社モアイ,H31/03/08,簡易宿所,,,高島
旅館業,一颯,520-1651,高島市今津町酒波,高島市今津町酒波３６３－２９,３６３－２９,,H31/03/08,簡易宿所,,,高島
旅館業,ルポゼマキノ,520-1822,高島市マキノ町新保,高島市マキノ町新保２６－１、２６－８、２８－１,２６－１、２６－８、２８－１,ＫＩＫ管理株式会社,R01/06/14,旅館・ホテル,,,高島
旅館業,ゲストハウス高島 in ベリーハイランド,520-1101,高島市武曽横山,高島市武曽横山１－４,１－４,,H31/04/05,簡易宿所,,,高島
旅館業,ログハウスコテージ ひなた,520-1835,高島市マキノ町石庭,高島市マキノ町石庭１６－２８,１６－２８,,H31/04/16,簡易宿所,,,高島
旅館業,かばたリゾート株式会社 別館,520-1531,高島市新旭町饗庭,高島市新旭町饗庭４２６８－１５,４２６８－１５,かばたリゾート株式会社,R01/06/04,簡易宿所,,,高島
旅館業,マキノ白谷温泉 八王子荘,520-1837,高島市マキノ町白谷,高島市マキノ町白谷３７０－１,３７０－１,株式会社Ｂ.Ｔ.Ｉ.,R01/06/11,旅館・ホテル,,,高島
旅館業,高島陣屋,520-1121,高島市勝野,高島市勝野１３３０,１３３０,株式会社貴舩,R01/06/24,簡易宿所,,,高島
旅館業,スターフォレスト マキノ グランピング ヴィラ,520-1835,高島市マキノ町石庭,高島市マキノ町石庭２６５,２６５,アメリカンホームシステムズジャパン株式 会社,R06/04/25,簡易宿所,,,高島
旅館業,奥琵琶湖 四季亭,520-1811,高島市マキノ町海津,高島市マキノ町海津４４８－１,４４８－１,,R02/02/20,簡易宿所,,,高島
旅館業,民宿 やまそ,520-1655,高島市今津町日置前,高島市今津町日置前３６９４,３６９４,,R01/12/24,簡易宿所,,,高島
旅館業,民宿 まる秀,520-1655,高島市今津町日置前,高島市今津町日置前２８７３－１,２８７３－１,,R01/12/24,簡易宿所,,,高島
旅館業,民宿 ぜんよも,520-1655,高島市今津町日置前,高島市今津町日置前３２５６,３２５６,,R01/12/27,簡易宿所,,,高島
旅館業,よしなが,520-1655,高島市今津町日置前,高島市今津町日置前３２４７,３２４７,,R01/12/27,簡易宿所,,,高島
旅館業,民宿 とりい,520-1655,高島市今津町日置前,高島市今津町日置前３６５０,３６５０,,R01/12/27,簡易宿所,,,高島
旅館業,民宿 まるさん,520-1655,高島市今津町日置前,高島市今津町日置前２８８７－２,２８８７－２,,R01/12/27,簡易宿所,,,高島
旅館業,福田屋,520-1621,高島市今津町今津,高島市今津町今津７６,７６,株式会社ナル・デベロップメンツ,R02/04/07,簡易宿所,,,高島
旅館業,星降港,520-1217,高島市安曇川町田中,高島市安曇川町田中４１０１－５７,４１０１－５７,,R02/02/20,簡易宿所,,,高島
旅館業,Ｌａｋｅ ｓｉｄｅ Ｈｏｕｓｅ Ｔａｋａｓｈｉｍａ,520-1602,高島市今津町桂,高島市今津町桂７１２－３３,７１２－３３,株式会社ニニギ,R02/03/06,簡易宿所,,,高島
旅館業,宿り森,520-1502,高島市新旭町針江,高島市新旭町針江３６９,３６９,,R02/04/16,簡易宿所,,,高島
旅館業,平井バンガロー,520-1401,高島市朽木市場,高島市朽木市場７４０,７４０,,R02/04/06,簡易宿所,,,高島
旅館業,ドッグラングランピング 滋賀高島,520-1223,高島市安曇川町下小川,高島市安曇川町下小川２２４８－８の一部 他,２２４８－８の一部 他,株式会社にしがき,R02/07/09,簡易宿所,,,高島
旅館業,ＳＰＡＣＥ まある,520-1131,高島市音羽,高島市音羽１２６３,１２６３,,R02/05/21,簡易宿所,,,高島
旅館業,奥琵琶湖マキノパークホテル＆セミナーハウス,520-1813,高島市マキノ町高木浜 二丁目,高島市マキノ町高木浜 二丁目1-5,1-5,株式会社マックアース,H23/11/02,簡易宿所,,,高島
旅館業,ＣＯＣＣＯ 小入谷,520-1443,高島市朽木小入谷,高島市朽木小入谷２８３,２８３,,R03/05/17,簡易宿所,,,高島
旅館業,朽木ゴルフ倶楽部,520-1414,高島市朽木宮前坊,高島市朽木宮前坊１－２,１－２,株式会社オーレ,R02/06/02,旅館・ホテル,,,高島
旅館業,ログハウスコテージ ひなた アネックス,520-1834,高島市マキノ町寺久保,高島市マキノ町寺久保７１５－９,７１５－９,,R02/06/26,簡易宿所,,,高島
旅館業,体験民宿 四季の森,520-1837,高島市マキノ町白谷,高島市マキノ町白谷３４４,３４４,,R02/06/30,簡易宿所,,,高島
旅館業,森と丘のお宿 Toju高島,520-1204,高島市安曇川町中野,高島市安曇川町中野１２４４－２７１,１２４４－２７１,株式会社ニニギ,R02/07/13,簡易宿所,,,高島
